 La2CuO4, Radaelli et al, PRB 49(6) 4163 (1994)                   Feff 8.50L
 doi:10.1103/PhysRevB.49.4163
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.205 Rnm= 1.322 K  shell
 Pot 1 Z=57 Rmt= 1.755 Rnm= 1.830
 Pot 2 Z=29 Rmt= 1.175 Rnm= 1.252
 Pot 3 Z= 8 Rmt= 1.031 Rnm= 1.081
 Gam_ch=1.729E+00 H-L exch
 Mu=-3.009E+00 kf=2.107E+00 Vint=-1.992E+01 Rs_int= 1.722
 PATH  Rmax= 4.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path    2      icalc       2
 -----------------------------------------------------------------------
   2   2.000   2.4277    2.6485   -3.00920 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  29 Cu       absorbing atom
    -0.0000    0.1852    2.4206  3   8 O     
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  3.5514E+00  6.3121E-05 -1.8325E+00  9.989E-01  1.8573E+01  2.1074E+00
  0.100  3.5515E+00  1.5284E-01 -2.3081E+00  9.990E-01  1.8593E+01  2.1096E+00
  0.200  3.5516E+00  3.0427E-01 -2.7646E+00  9.992E-01  1.8651E+01  2.1164E+00
  0.300  3.5517E+00  4.5292E-01 -3.2019E+00  9.996E-01  1.8743E+01  2.1277E+00
  0.400  3.5517E+00  5.9757E-01 -3.6201E+00  1.000E+00  1.8861E+01  2.1434E+00
  0.500  3.5514E+00  7.3716E-01 -4.0196E+00  1.001E+00  1.8995E+01  2.1634E+00
  0.600  3.5508E+00  8.7083E-01 -4.4006E+00  1.002E+00  1.9132E+01  2.1877E+00
  0.700  3.5495E+00  9.9793E-01 -4.7637E+00  1.003E+00  1.9258E+01  2.2160E+00
  0.800  3.5473E+00  1.1180E+00 -5.1090E+00  1.005E+00  1.9358E+01  2.2484E+00
  0.900  3.5440E+00  1.2309E+00 -5.4371E+00  1.006E+00  1.9414E+01  2.2845E+00
  1.000  3.5394E+00  1.3364E+00 -5.7482E+00  1.008E+00  1.9414E+01  2.3244E+00
  1.100  3.5330E+00  1.4345E+00 -6.0429E+00  1.010E+00  1.9344E+01  2.3678E+00
  1.200  3.5246E+00  1.5253E+00 -6.3214E+00  1.013E+00  1.9196E+01  2.4148E+00
  1.300  3.5138E+00  1.6091E+00 -6.5841E+00  1.016E+00  1.8968E+01  2.4651E+00
  1.400  3.5004E+00  1.6858E+00 -6.8311E+00  1.019E+00  1.8661E+01  2.5187E+00
  1.500  3.4840E+00  1.7557E+00 -7.0627E+00  1.022E+00  1.8281E+01  2.5755E+00
  1.600  3.4643E+00  1.8188E+00 -7.2790E+00  1.026E+00  1.7841E+01  2.6355E+00
  1.700  3.4409E+00  1.8751E+00 -7.4802E+00  1.031E+00  1.7356E+01  2.6986E+00
  1.800  3.4136E+00  1.9244E+00 -7.6662E+00  1.035E+00  1.6844E+01  2.7648E+00
  1.900  3.3819E+00  1.9666E+00 -7.8371E+00  1.040E+00  1.6325E+01  2.8342E+00
  2.000  3.3455E+00  2.0013E+00 -7.9928E+00  1.045E+00  1.5820E+01  2.9068E+00
  2.200  3.2572E+00  2.0459E+00 -8.2584E+00  1.054E+00  1.4929E+01  3.0618E+00
  2.400  3.1348E+00  2.0457E+00 -8.4474E+00  1.061E+00  1.4327E+01  3.2358E+00
  2.600  2.9878E+00  2.1699E+00 -8.6004E+00  1.162E+00  8.9859E+00  3.4261E+00
  2.800  2.9525E+00  2.3028E+00 -8.8760E+00  1.233E+00  6.9051E+00  3.5675E+00
  3.000  2.9287E+00  2.3601E+00 -9.1587E+00  1.261E+00  6.1616E+00  3.7002E+00
  3.200  2.8777E+00  2.3390E+00 -9.4021E+00  1.269E+00  5.8009E+00  3.8438E+00
  3.400  2.8147E+00  2.2756E+00 -9.6248E+00  1.266E+00  5.6383E+00  3.9931E+00
  3.600  2.7433E+00  2.1777E+00 -9.8285E+00  1.254E+00  5.5894E+00  4.1477E+00
  3.800  2.6646E+00  2.0577E+00 -1.0019E+01  1.239E+00  5.6138E+00  4.3069E+00
  4.000  2.5820E+00  1.9277E+00 -1.0199E+01  1.224E+00  5.6898E+00  4.4703E+00
  4.200  2.4968E+00  1.7927E+00 -1.0369E+01  1.204E+00  5.8042E+00  4.6374E+00
  4.400  2.4095E+00  1.6607E+00 -1.0531E+01  1.186E+00  5.9488E+00  4.8079E+00
  4.600  2.3217E+00  1.5352E+00 -1.0685E+01  1.168E+00  6.1180E+00  4.9812E+00
  4.800  2.2339E+00  1.4163E+00 -1.0832E+01  1.151E+00  6.3076E+00  5.1572E+00
  5.000  2.1453E+00  1.3063E+00 -1.0969E+01  1.135E+00  6.5149E+00  5.3355E+00
  5.200  2.0568E+00  1.2054E+00 -1.1098E+01  1.121E+00  6.7377E+00  5.5157E+00
  5.400  1.9686E+00  1.1126E+00 -1.1220E+01  1.107E+00  6.9741E+00  5.6978E+00
  5.600  1.8800E+00  1.0268E+00 -1.1335E+01  1.095E+00  7.2230E+00  5.8815E+00
  5.800  1.7914E+00  9.4822E-01 -1.1444E+01  1.084E+00  7.4832E+00  6.0667E+00
  6.000  1.7025E+00  8.7685E-01 -1.1548E+01  1.074E+00  7.7539E+00  6.2530E+00
  6.500  1.4795E+00  7.2762E-01 -1.1798E+01  1.051E+00  8.4720E+00  6.7237E+00
  7.000  1.2585E+00  6.1506E-01 -1.2036E+01  1.032E+00  9.2427E+00  7.1997E+00
  7.500  1.0452E+00  5.3054E-01 -1.2266E+01  1.015E+00  1.0060E+01  7.6798E+00
  8.000  8.4380E-01  4.6318E-01 -1.2477E+01  1.000E+00  1.0920E+01  8.1632E+00
  8.500  6.5462E-01  4.0448E-01 -1.2665E+01  9.893E-01  1.1820E+01  8.6492E+00
  9.000  4.7635E-01  3.5178E-01 -1.2831E+01  9.808E-01  1.2756E+01  9.1371E+00
  9.500  2.9940E-01  3.0772E-01 -1.2987E+01  9.731E-01  1.3728E+01  9.6268E+00
 10.000  1.2904E-01  2.7416E-01 -1.3142E+01  9.643E-01  1.4733E+01  1.0118E+01
 11.000 -1.9931E-01  2.2729E-01 -1.3434E+01  9.478E-01  1.6837E+01  1.1103E+01
 12.000 -5.0038E-01  1.8494E-01 -1.3682E+01  9.374E-01  1.9060E+01  1.2091E+01
 13.000 -7.8181E-01  1.4956E-01 -1.3906E+01  9.321E-01  2.1395E+01  1.3082E+01
 14.000 -1.0442E+00  1.2719E-01 -1.4095E+01  9.289E-01  2.3835E+01  1.4074E+01
 15.000 -1.2849E+00  1.0398E-01 -1.4220E+01  9.275E-01  2.6376E+01  1.5067E+01
 16.000 -1.5104E+00  8.6410E-02 -1.4242E+01  9.275E-01  2.9014E+01  1.6062E+01
 17.000 -1.7213E+00  8.3883E-02 -1.4205E+01  9.279E-01  3.1744E+01  1.7057E+01
 18.000 -1.9170E+00  8.6216E-02 -1.4225E+01  9.289E-01  3.4562E+01  1.8053E+01
 19.000 -2.1015E+00  8.7376E-02 -1.4307E+01  9.302E-01  3.7467E+01  1.9050E+01
 20.000 -2.2746E+00  9.1095E-02 -1.4402E+01  9.314E-01  4.0454E+01  2.0047E+01
