# ferrocene-based macrocycle                                     Feff 8.50L  
# Dinnebier et al,  Organometallics 2001, 20, 5642-5647
# doi:10.1021/om0105066
# POT  SCF  30  4.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=26 Rmt= 1.259 Rnm= 1.308 K  shell
# Pot 1 Z=26 Rmt= 1.298 Rnm= 1.358
# Pot 2 Z= 6 Rmt= 0.856 Rnm= 1.054
# Pot 3 Z= 5 Rmt= 0.932 Rnm= 1.069
# Pot 4 Z= 7 Rmt= 0.778 Rnm= 0.961
# Pot 5 Z= 8 Rmt= 0.780 Rnm= 0.992
# Pot 6 Z= 1 Rmt= 0.751 Rnm= 0.908
# Gam_ch=1.309E+00 H-L exch
# Mu=-8.153E+00 kf=2.415E+00 Vint=-1.737E+01 Rs_int= 1.502
# PATH  Rmax= 3.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.941                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      1.00     2   2.0264
#           2       0.00000     98.80      1.00     2   2.0369
#           3       0.00000     96.85      1.00     2   2.0542
#           4       0.00000     96.75      1.00     2   2.0550
#           5       0.00000     94.97      1.00     2   2.0714
#           6       0.00000     93.95      1.00     2   2.0808
#           7       0.00000     93.60      1.00     2   2.0842
#           8       0.00000     93.52      1.00     2   2.0849
#           9       0.00000     93.27      1.00     2   2.0873
#          10       0.00000     92.00      1.00     2   2.0995
#          11       0.00000     65.67      2.00     3   2.7457
#          12       0.00000     64.71      2.00     3   2.7586
#          13       0.00000     62.64      2.00     3   2.7757
#          14       0.00000     62.70      2.00     3   2.7795
#          15       0.00000     10.14      1.00     2   2.7842
#          16       0.00000     62.40      2.00     3   2.7852
#          17       0.00000     61.73      2.00     3   2.7898
#          18       0.00000     10.05      1.00     2   2.7946
#          19       0.00000     10.03      1.00     2   2.7966
#          20       0.00000     61.05      2.00     3   2.7976
#          21       0.00000     60.79      2.00     3   2.8026
#          22       0.00000     60.78      2.00     3   2.8060
#          23       0.00000     60.98      2.00     3   2.8060
#          24       0.00000      9.93      1.00     2   2.8080
#          25       0.00000      9.82      1.00     2   2.8217
#          26       0.00000      9.74      1.00     2   2.8308
#          27       0.00000      9.71      1.00     2   2.8345
#          28       0.00000      9.55      1.00     2   2.8537
#          29       0.00000     23.17      2.00     3   2.9476
#          30       0.00000     22.97      2.00     3   2.9597
#          31       0.00000     22.08      2.00     3   2.9660
#          32       0.00000     22.39      2.00     3   2.9743
#          33       0.00000     22.34      2.00     3   2.9940
#          34       0.00000     21.53      2.00     3   2.9938
#    34/  34 paths used
#  -----------------------------------------------------------------------
#       k          chi          mag           phase @#
    10.3500    5.335088E-03  1.062034E-02  2.774802E+01
    10.4000    3.529270E-03  1.048481E-02  2.793102E+01
    10.4500    1.647403E-03  1.034345E-02  2.811438E+01
    10.5000   -2.421485E-04  1.019629E-02  2.829808E+01
    10.5500   -2.071748E-03  1.004336E-02  2.848211E+01
    10.6000   -3.777161E-03  9.884739E-03  2.866642E+01
    10.6500   -5.300073E-03  9.720516E-03  2.885102E+01
    10.7000   -6.590342E-03  9.550821E-03  2.903586E+01
    10.7500   -7.607878E-03  9.375803E-03  2.922094E+01
    10.8000   -8.324074E-03  9.195635E-03  2.940623E+01
    10.8500   -8.722726E-03  9.010512E-03  2.959171E+01
    10.9000   -8.800400E-03  8.820646E-03  2.977736E+01
    10.9500   -8.566246E-03  8.626270E-03  2.996317E+01
    11.0000   -8.041268E-03  8.427633E-03  3.014910E+01
    11.0500   -7.294477E-03  8.263098E-03  3.033418E+01
    11.1000   -6.325431E-03  8.095198E-03  3.051905E+01
    11.1500   -5.178871E-03  7.924275E-03  3.070367E+01
    11.2000   -3.904368E-03  7.750682E-03  3.088800E+01
    11.2500   -2.554071E-03  7.574783E-03  3.107201E+01
    11.3000   -1.180451E-03  7.396949E-03  3.125566E+01
    11.3500    1.658580E-04  7.217555E-03  3.143891E+01
    11.4000    1.438023E-03  7.036982E-03  3.162173E+01
    11.4500    2.594696E-03  6.855614E-03  3.180408E+01
    11.5000    3.601365E-03  6.673836E-03  3.198592E+01
    11.5500    4.431317E-03  6.492034E-03  3.216721E+01
    11.6000    5.066199E-03  6.310590E-03  3.234792E+01
    11.6500    5.496179E-03  6.129884E-03  3.252800E+01
    11.7000    5.719719E-03  5.950290E-03  3.270743E+01
    11.7500    5.743013E-03  5.772176E-03  3.288616E+01
    11.8000    5.579131E-03  5.595900E-03  3.306416E+01
    11.8500    5.246936E-03  5.421809E-03  3.324139E+01
    11.9000    4.769855E-03  5.250239E-03  3.341783E+01
    11.9500    4.174555E-03  5.081509E-03  3.359345E+01
    12.0000    3.489621E-03  4.915924E-03  3.376822E+01
    12.0500    2.738284E-03  4.818996E-03  3.395317E+01
    12.1000    1.930255E-03  4.724958E-03  3.413668E+01
    12.1500    1.096073E-03  4.634562E-03  3.431876E+01
    12.2000    2.641489E-04  4.548539E-03  3.449941E+01
    12.2500   -5.400792E-04  4.467581E-03  3.467870E+01
    12.3000   -1.294648E-03  4.392326E-03  3.485672E+01
    12.3500   -1.981254E-03  4.323340E-03  3.503357E+01
    12.4000   -2.585165E-03  4.261098E-03  3.520941E+01
    12.4500   -3.094929E-03  4.205967E-03  3.538443E+01
    12.5000   -3.501961E-03  4.158193E-03  3.555884E+01
    12.5500   -3.800097E-03  4.117892E-03  3.573287E+01
    12.6000   -3.985201E-03  4.085035E-03  3.590678E+01
    12.6500   -4.054879E-03  4.059458E-03  3.608081E+01
    12.7000   -4.008356E-03  4.040856E-03  3.625523E+01
    12.7500   -3.846526E-03  4.028796E-03  3.643027E+01
    12.8000   -3.572166E-03  4.022729E-03  3.660614E+01
    12.8500   -3.190280E-03  4.022010E-03  3.678306E+01
    12.9000   -2.708508E-03  4.025913E-03  3.696117E+01
    12.9500   -2.137521E-03  4.033653E-03  3.714060E+01
    13.0000   -1.491340E-03  4.044410E-03  3.732146E+01
    13.0500   -7.850657E-04  4.026577E-03  3.750288E+01
    13.1000   -5.929389E-05  4.008329E-03  3.768432E+01
    13.1500    6.616450E-04  3.989879E-03  3.786571E+01
    13.2000    1.354046E-03  3.971487E-03  3.804703E+01
    13.2500    1.995675E-03  3.953438E-03  3.822826E+01
    13.3000    2.566470E-03  3.936031E-03  3.840939E+01
    13.3500    3.049095E-03  3.919564E-03  3.859046E+01
    13.4000    3.429321E-03  3.904313E-03  3.877149E+01
    13.4500    3.696260E-03  3.890522E-03  3.895257E+01
    13.5000    3.842486E-03  3.878382E-03  3.913375E+01
    13.5500    3.864066E-03  3.868022E-03  3.931514E+01
    13.6000    3.760548E-03  3.859497E-03  3.949684E+01
    13.6500    3.534926E-03  3.852782E-03  3.967896E+01
    13.7000    3.193610E-03  3.847763E-03  3.986161E+01
    13.7500    2.746392E-03  3.844243E-03  4.004491E+01
    13.8000    2.206392E-03  3.841942E-03  4.022897E+01
    13.8500    1.589958E-03  3.840504E-03  4.041386E+01
    13.9000    9.164750E-04  3.839504E-03  4.059968E+01
    13.9500    2.080337E-04  3.838464E-03  4.078648E+01
    14.0000   -5.110706E-04  3.836867E-03  4.097430E+01
    14.0500   -1.160023E-03  3.819044E-03  4.114933E+01
    14.1000   -1.767551E-03  3.798899E-03  4.132466E+01
    14.1500   -2.313957E-03  3.776403E-03  4.150023E+01
    14.2000   -2.781740E-03  3.751554E-03  4.167599E+01
    14.2500   -3.156266E-03  3.724369E-03  4.185189E+01
    14.3000   -3.426319E-03  3.694892E-03  4.202787E+01
    14.3500   -3.584510E-03  3.663184E-03  4.220387E+01
    14.4000   -3.627511E-03  3.629329E-03  4.237985E+01
    14.4500   -3.556113E-03  3.593428E-03  4.255574E+01
    14.5000   -3.375110E-03  3.555601E-03  4.273149E+01
    14.5500   -3.093017E-03  3.515984E-03  4.290706E+01
    14.6000   -2.721632E-03  3.474728E-03  4.308240E+01
    14.6500   -2.275488E-03  3.431998E-03  4.325745E+01
    14.7000   -1.771199E-03  3.387972E-03  4.343218E+01
    14.7500   -1.226757E-03  3.342836E-03  4.360654E+01
    14.8000   -6.608072E-04  3.296786E-03  4.378049E+01
    14.8500   -9.193601E-05  3.250024E-03  4.395401E+01
    14.9000    4.619980E-04  3.202758E-03  4.412705E+01
    14.9500    9.844545E-04  3.155197E-03  4.429961E+01
    15.0000    1.460710E-03  3.107550E-03  4.447165E+01
    15.0500    1.882286E-03  3.076159E-03  4.464075E+01
    15.1000    2.239844E-03  3.044378E-03  4.480904E+01
    15.1500    2.525456E-03  3.012497E-03  4.497650E+01
    15.2000    2.733794E-03  2.980803E-03  4.514313E+01
    15.2500    2.862080E-03  2.949578E-03  4.530891E+01
    15.3000    2.909943E-03  2.919097E-03  4.547388E+01
    15.3500    2.879200E-03  2.889620E-03  4.563805E+01
    15.4000    2.773593E-03  2.861392E-03  4.580146E+01
    15.4500    2.598494E-03  2.834636E-03  4.596416E+01
    15.5000    2.360605E-03  2.809550E-03  4.612622E+01
    15.5500    2.067673E-03  2.786305E-03  4.628772E+01
    15.6000    1.728228E-03  2.765041E-03  4.644872E+01
    15.6500    1.351361E-03  2.745863E-03  4.660934E+01
    15.7000    9.465353E-04  2.728841E-03  4.676966E+01
    15.7500    5.234400E-04  2.714005E-03  4.692981E+01
    15.8000    9.186815E-05  2.701352E-03  4.708988E+01
    15.8500   -3.383809E-04  2.690836E-03  4.724998E+01
    15.9000   -7.575922E-04  2.682380E-03  4.741022E+01
    15.9500   -1.156229E-03  2.675870E-03  4.757070E+01
    16.0000   -1.525043E-03  2.671163E-03  4.773153E+01
    16.0500   -1.869484E-03  2.665605E-03  4.790116E+01
    16.1000   -2.160356E-03  2.661387E-03  4.807102E+01
    16.1500   -2.389664E-03  2.658406E-03  4.824116E+01
    16.2000   -2.550845E-03  2.656540E-03  4.841165E+01
    16.2500   -2.638972E-03  2.655652E-03  4.858255E+01
    16.3000   -2.650939E-03  2.655591E-03  4.875388E+01
    16.3500   -2.585634E-03  2.656195E-03  4.892570E+01
    16.4000   -2.444068E-03  2.657296E-03  4.909802E+01
    16.4500   -2.229462E-03  2.658719E-03  4.927087E+01
    16.5000   -1.947276E-03  2.660286E-03  4.944426E+01
    16.5500   -1.605155E-03  2.661822E-03  4.961819E+01
    16.6000   -1.212806E-03  2.663152E-03  4.979266E+01
    16.6500   -7.817724E-04  2.664105E-03  4.996765E+01
    16.7000   -3.251336E-04  2.664520E-03  5.014315E+01
    16.7500    1.428868E-04  2.664242E-03  5.031914E+01
    16.8000    6.073807E-04  2.663126E-03  5.049558E+01
    16.8500    1.053273E-03  2.661040E-03  5.067243E+01
    16.9000    1.465870E-03  2.657863E-03  5.084967E+01
    16.9500    1.831424E-03  2.653489E-03  5.102724E+01
    17.0000    2.137675E-03  2.647826E-03  5.120510E+01
    17.0500    2.376486E-03  2.639473E-03  5.138609E+01
    17.1000    2.535097E-03  2.629802E-03  5.156709E+01
    17.1500    2.608631E-03  2.618814E-03  5.174807E+01
    17.2000    2.595332E-03  2.606519E-03  5.192896E+01
    17.2500    2.496602E-03  2.592942E-03  5.210973E+01
    17.3000    2.316916E-03  2.578121E-03  5.229031E+01
    17.3500    2.063598E-03  2.562104E-03  5.247067E+01
    17.4000    1.746480E-03  2.544956E-03  5.265075E+01
    17.4500    1.377470E-03  2.526750E-03  5.283050E+01
    17.5000    9.700317E-04  2.507576E-03  5.300987E+01
    17.5500    5.386251E-04  2.487531E-03  5.318882E+01
    17.6000    9.812005E-05  2.466729E-03  5.336729E+01
    17.6500   -3.367800E-04  2.445289E-03  5.354524E+01
    17.7000   -7.520803E-04  2.423346E-03  5.372263E+01
    17.7500   -1.134978E-03  2.401040E-03  5.389943E+01
    17.8000   -1.474268E-03  2.378522E-03  5.407560E+01
    17.8500   -1.760656E-03  2.355950E-03  5.425110E+01
    17.9000   -1.986970E-03  2.333486E-03  5.442592E+01
    17.9500   -2.148276E-03  2.311299E-03  5.460004E+01
    18.0000   -2.241889E-03  2.289560E-03  5.477345E+01
    18.0500   -2.271202E-03  2.271978E-03  5.495173E+01
    18.1000   -2.229215E-03  2.255034E-03  5.512934E+01
    18.1500   -2.119223E-03  2.238884E-03  5.530629E+01
    18.2000   -1.946394E-03  2.223682E-03  5.548261E+01
    18.2500   -1.717482E-03  2.209575E-03  5.565832E+01
    18.3000   -1.440521E-03  2.196703E-03  5.583347E+01
    18.3500   -1.124523E-03  2.185196E-03  5.600812E+01
    18.4000   -7.791826E-04  2.175173E-03  5.618231E+01
    18.4500   -4.146090E-04  2.166736E-03  5.635613E+01
    18.5000   -4.108446E-05  2.159971E-03  5.652965E+01
    18.5500    3.311480E-04  2.154949E-03  5.670295E+01
    18.6000    6.920692E-04  2.151717E-03  5.687612E+01
    18.6500    1.032046E-03  2.150304E-03  5.704927E+01
    18.7000    1.341981E-03  2.150717E-03  5.722248E+01
    18.7500    1.613453E-03  2.152941E-03  5.739585E+01
    18.8000    1.838858E-03  2.156940E-03  5.756948E+01
    18.8500    2.011561E-03  2.162654E-03  5.774345E+01
    18.9000    2.126055E-03  2.170008E-03  5.791785E+01
    18.9500    2.178128E-03  2.178904E-03  5.809277E+01
    19.0000    2.165036E-03  2.189228E-03  5.826827E+01
    19.0500    2.072752E-03  2.190652E-03  5.844904E+01
    19.1000    1.913174E-03  2.193232E-03  5.863036E+01
    19.1500    1.690369E-03  2.196847E-03  5.881228E+01
    19.2000    1.410430E-03  2.201366E-03  5.899484E+01
    19.2500    1.081418E-03  2.206650E-03  5.917809E+01
    19.3000    7.132302E-04  2.212557E-03  5.936204E+01
    19.3500    3.173924E-04  2.218938E-03  5.954673E+01
    19.4000   -9.323127E-05  2.225646E-03  5.973216E+01
    19.4500   -5.048057E-04  2.232528E-03  5.991835E+01
    19.5000   -9.029686E-04  2.239437E-03  6.010528E+01
    19.5500   -1.273335E-03  2.246226E-03  6.029297E+01
    19.6000   -1.602045E-03  2.252749E-03  6.048139E+01
    19.6500   -1.876336E-03  2.258869E-03  6.067054E+01
    19.7000   -2.085104E-03  2.264450E-03  6.086039E+01
    19.7500   -2.219438E-03  2.269364E-03  6.105091E+01
    19.8000   -2.273080E-03  2.273489E-03  6.124208E+01
    19.8500   -2.242797E-03  2.276712E-03  6.143388E+01
    19.9000   -2.128637E-03  2.278924E-03  6.162625E+01
    19.9500   -1.934032E-03  2.280028E-03  6.181918E+01
    20.0000   -1.665766E-03  2.279933E-03  6.201262E+01
