# name:     NiO                                                  Feff 8.50L  
# formula:  NiO
# sites:    Ni1,O1
# refer1:   wyckoff 1,III,88
# refer2:
# schoen:
# notes1:   salt, halite
# POT  SCF  30  4.2000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.315 Rnm= 1.375 K  shell
# Pot 1 Z=28 Rmt= 1.320 Rnm= 1.381
# Pot 2 Z= 8 Rmt= 1.014 Rnm= 1.061
# Gam_ch=1.576E+00 H-L exch
# Mu=-1.195E+01 kf=2.169E+00 Vint=-2.164E+01 Rs_int= 1.672
# PATH  Rmax= 4.700,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.951                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      6.00     2   2.0842
#           2       0.00000     80.86     12.00     2   2.9475
#           3       0.00000     19.25     24.00     3   3.5580
#           4       0.00000     37.29     48.00     3   3.5580
#           5       0.00000     33.29      8.00     2   3.6099
#           6       0.00000     17.91      6.00     2   4.1684
#           7       0.00000     15.93      6.00     3   4.1684
#           8       0.00000     48.91     12.00     3   4.1684
#           9       0.00000      9.59      6.00     4   4.1684
#          10       0.00000      7.57      6.00     4   4.1684
#          11       0.00000     32.52      6.00     4   4.1684
#          12       0.00000     15.51     24.00     4   4.1684
#          13       0.00000     10.35     48.00     3   4.3208
#          14       0.00000     29.18     48.00     3   4.3208
#          15       0.00000     20.02     48.00     3   4.3208
#          16       0.00000      7.37     48.00     3   4.4213
#          17       0.00000     49.41     24.00     2   4.6604
#    17/  17 paths used
#  -----------------------------------------------------------------------
#       k          chi          mag           phase @#
    14.4000   -1.432718E-02  2.769100E-02  6.857123E+01
    14.4500   -6.540386E-03  2.826167E-02  6.888150E+01
    14.5000    2.218806E-03  2.866888E-02  6.919251E+01
    14.5500    1.096664E-02  2.891034E-02  6.950411E+01
    14.6000    1.869841E-02  2.898571E-02  6.981618E+01
    14.6500    2.452512E-02  2.889649E-02  7.012860E+01
    14.7000    2.779374E-02  2.864602E-02  7.044129E+01
    14.7500    2.817347E-02  2.823935E-02  7.075415E+01
    14.8000    2.569517E-02  2.768316E-02  7.106712E+01
    14.8500    2.073903E-02  2.698563E-02  7.138010E+01
    14.9000    1.397358E-02  2.615632E-02  7.169303E+01
    14.9500    6.256111E-03  2.520597E-02  7.200581E+01
    15.0000   -1.489188E-03  2.414639E-02  7.231834E+01
    15.0500   -8.461015E-03  2.305097E-02  7.263247E+01
    15.1000   -1.391269E-02  2.186722E-02  7.294624E+01
    15.1500   -1.737261E-02  2.060792E-02  7.325948E+01
    15.2000   -1.866046E-02  1.928625E-02  7.357199E+01
    15.2500   -1.788744E-02  1.791560E-02  7.388350E+01
    15.3000   -1.541452E-02  1.650943E-02  7.419367E+01
    15.3500   -1.177787E-02  1.508116E-02  7.450201E+01
    15.4000   -7.594930E-03  1.364406E-02  7.480788E+01
    15.4500   -3.467028E-03  1.221121E-02  7.511034E+01
    15.5000    1.061800E-04  1.079556E-02  7.540806E+01
    15.5500    2.788087E-03  9.410112E-03  7.569903E+01
    15.6000    4.434612E-03  8.068437E-03  7.598014E+01
    15.6500    5.089814E-03  6.785673E-03  7.624641E+01
    15.7000    4.951311E-03  5.580739E-03  7.648949E+01
    15.7500    4.313861E-03  4.481044E-03  7.669500E+01
    15.8000    3.502454E-03  3.532483E-03  7.683854E+01
    15.8500    2.807172E-03  2.816759E-03  7.688649E+01
    15.9000    2.430865E-03  2.454505E-03  7.683012E+01
    15.9500    2.457742E-03  2.515635E-03  7.675407E+01
    16.0000    2.846804E-03  2.905007E-03  7.676851E+01
    16.0500    3.464019E-03  3.476536E-03  7.688414E+01
    16.1000    4.090744E-03  4.113851E-03  7.707506E+01
    16.1500    4.481310E-03  4.759126E-03  7.731239E+01
    16.2000    4.415170E-03  5.384406E-03  7.757842E+01
    16.2500    3.743610E-03  5.976152E-03  7.786286E+01
    16.3000    2.422737E-03  6.528016E-03  7.815959E+01
    16.3500    5.273776E-04  7.037477E-03  7.846481E+01
    16.4000   -1.756020E-03  7.504181E-03  7.877601E+01
    16.4500   -4.155725E-03  7.929060E-03  7.909149E+01
    16.5000   -6.355504E-03  8.313803E-03  7.941001E+01
    16.5500   -8.042819E-03  8.660546E-03  7.973064E+01
    16.6000   -8.956581E-03  8.971647E-03  8.005265E+01
    16.6500   -8.927016E-03  9.249543E-03  8.037547E+01
    16.7000   -7.901776E-03  9.496650E-03  8.069860E+01
    16.7500   -5.954872E-03  9.715287E-03  8.102163E+01
    16.8000   -3.277758E-03  9.907633E-03  8.134422E+01
    16.8500   -1.545779E-04  1.007570E-02  8.166607E+01
