  2.800  5.0036E+00  5.5675E-01 -1.4430E+01  1.202E+00  6.7107E+00  3.6531E+00
  3.000  4.9360E+00  5.4400E-01 -1.4750E+01  1.248E+00  5.8267E+00  3.7868E+00
  3.200  4.8712E+00  5.0477E-01 -1.5047E+01  1.273E+00  5.4041E+00  3.9240E+00
  3.400  4.7976E+00  4.5653E-01 -1.5336E+01  1.284E+00  5.2006E+00  4.0696E+00
  3.600  4.7232E+00  4.1374E-01 -1.5631E+01  1.284E+00  5.1183E+00  4.2206E+00
  3.800  4.6479E+00  3.7943E-01 -1.5925E+01  1.278E+00  5.1111E+00  4.3764E+00
  4.000  4.5714E+00  3.5271E-01 -1.6214E+01  1.265E+00  5.1551E+00  4.5365E+00
  4.200  4.4918E+00  3.3305E-01 -1.6495E+01  1.247E+00  5.2366E+00  4.7005E+00
  4.400  4.4074E+00  3.1867E-01 -1.6763E+01  1.227E+00  5.3467E+00  4.8680E+00
  4.600  4.3177E+00  3.0820E-01 -1.7011E+01  1.204E+00  5.4799E+00  5.0385E+00
  4.800  4.2233E+00  2.9985E-01 -1.7239E+01  1.185E+00  5.6319E+00  5.2119E+00
  5.000  4.1249E+00  2.9181E-01 -1.7445E+01  1.163E+00  5.8001E+00  5.3877E+00
  5.200  4.0233E+00  2.8258E-01 -1.7628E+01  1.146E+00  5.9820E+00  5.5657E+00
  5.400  3.9194E+00  2.7130E-01 -1.7794E+01  1.131E+00  6.1762E+00  5.7456E+00
  5.600  3.8142E+00  2.5754E-01 -1.7945E+01  1.115E+00  6.3813E+00  5.9273E+00
  5.800  3.7083E+00  2.4137E-01 -1.8083E+01  1.103E+00  6.5962E+00  6.1105E+00
  6.000  3.6025E+00  2.2340E-01 -1.8211E+01  1.091E+00  6.8201E+00  6.2952E+00
  6.500  3.3430E+00  1.7521E-01 -1.8505E+01  1.066E+00  7.4149E+00  6.7619E+00
  7.000  3.0948E+00  1.3368E-01 -1.8785E+01  1.043E+00  8.0536E+00  7.2346E+00
  7.500  2.8585E+00  1.0722E-01 -1.9055E+01  1.024E+00  8.7305E+00  7.7120E+00
  8.000  2.6306E+00  9.5538E-02 -1.9290E+01  1.009E+00  9.4415E+00  8.1929E+00
  8.500  2.4118E+00  9.1832E-02 -1.9480E+01  9.959E-01  1.0184E+01  8.6767E+00
  9.000  2.1988E+00  8.8725E-02 -1.9642E+01  9.867E-01  1.0955E+01  9.1628E+00
  9.500  1.9941E+00  8.1555E-02 -1.9801E+01  9.799E-01  1.1752E+01  9.6508E+00
 10.000  1.7985E+00  7.0013E-02 -1.9976E+01  9.742E-01  1.2575E+01  1.0140E+01
 11.000  1.4323E+00  4.8258E-02 -2.0379E+01  9.643E-01  1.4292E+01  1.1123E+01
 12.000  1.0947E+00  4.2303E-02 -2.0598E+01  9.569E-01  1.6097E+01  1.2109E+01
 13.000  7.8039E-01  3.9950E-02 -2.0696E+01  9.496E-01  1.7982E+01  1.3098E+01
 14.000  4.8507E-01  3.4597E-02 -2.0882E+01  9.424E-01  1.9943E+01  1.4089E+01
 15.000  2.0793E-01  3.4200E-02 -2.1034E+01  9.380E-01  2.1974E+01  1.5081E+01
 16.000 -5.0840E-02  4.3014E-02 -2.1056E+01  9.357E-01  2.4072E+01  1.6075E+01
 17.000 -2.9335E-01  5.2863E-02 -2.1178E+01  9.342E-01  2.6234E+01  1.7069E+01
 18.000 -5.2024E-01  5.7770E-02 -2.1396E+01  9.339E-01  2.8455E+01  1.8065E+01
 19.000 -7.3409E-01  5.9318E-02 -2.1582E+01  9.341E-01  3.0734E+01  1.9060E+01
 20.000 -9.3546E-01  5.8552E-02 -2.1714E+01  9.347E-01  3.3068E+01  2.0057E+01
