 La2CuO4, Radaelli et al, PRB 49(6) 4163 (1994)                   Feff 8.50L
 doi:10.1103/PhysRevB.49.4163
 POT  SCF  30  4.0000   0, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.205 Rnm= 1.322 K  shell
 Pot 1 Z=57 Rmt= 1.755 Rnm= 1.830
 Pot 2 Z=29 Rmt= 1.175 Rnm= 1.252
 Pot 3 Z= 8 Rmt= 1.031 Rnm= 1.081
 Gam_ch=1.729E+00 H-L exch
 Mu=-8.214E+00 kf=2.053E+00 Vint=-1.954E+01 Rs_int= 1.767
 PATH  Rmax= 4.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   27      icalc       2
 -----------------------------------------------------------------------
   3   4.000   3.9121    2.6485   -8.21387 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  29 Cu       absorbing atom
     1.3393   -1.3501    0.1000  3   8 O     
    -0.0000   -2.6662   -1.8247  1  57 La    
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  3.6359E+00  2.7567E-04 -2.3271E+00  9.772E-01  1.5205E+01  1.7253E+00
  0.100  3.6369E+00  8.5054E-02 -3.0742E+00  9.774E-01  1.5230E+01  1.7281E+00
  0.200  3.6397E+00  1.7017E-01 -3.7563E+00  9.778E-01  1.5301E+01  1.7363E+00
  0.300  3.6443E+00  2.5287E-01 -4.3659E+00  9.786E-01  1.5416E+01  1.7501E+00
  0.400  3.6505E+00  3.2481E-01 -4.9039E+00  9.798E-01  1.5566E+01  1.7691E+00
  0.500  3.6579E+00  3.7375E-01 -5.3890E+00  9.812E-01  1.5742E+01  1.7933E+00
  0.600  3.6663E+00  3.9614E-01 -5.8497E+00  9.830E-01  1.5931E+01  1.8225E+00
  0.700  3.6751E+00  4.0044E-01 -6.2987E+00  9.851E-01  1.6119E+01  1.8565E+00
  0.800  3.6840E+00  3.9559E-01 -6.7306E+00  9.876E-01  1.6291E+01  1.8949E+00
  0.900  3.6923E+00  3.8573E-01 -7.1372E+00  9.904E-01  1.6431E+01  1.9377E+00
  1.000  3.6995E+00  3.7235E-01 -7.5150E+00  9.936E-01  1.6523E+01  1.9846E+00
  1.100  3.7050E+00  3.5629E-01 -7.8644E+00  9.972E-01  1.6556E+01  2.0355E+00
  1.200  3.7081E+00  3.3842E-01 -8.1874E+00  1.001E+00  1.6519E+01  2.0900E+00
  1.300  3.7083E+00  3.1956E-01 -8.4869E+00  1.006E+00  1.6409E+01  2.1480E+00
  1.400  3.7050E+00  3.0026E-01 -8.7654E+00  1.010E+00  1.6225E+01  2.2095E+00
  1.500  3.6976E+00  2.8086E-01 -9.0244E+00  1.016E+00  1.5973E+01  2.2743E+00
  1.600  3.6856E+00  2.6145E-01 -9.2642E+00  1.021E+00  1.5664E+01  2.3424E+00
  1.700  3.6684E+00  2.4200E-01 -9.4837E+00  1.028E+00  1.5312E+01  2.4136E+00
  1.800  3.6456E+00  2.2255E-01 -9.6803E+00  1.034E+00  1.4933E+01  2.4879E+00
  1.900  3.6167E+00  2.0317E-01 -9.8490E+00  1.040E+00  1.4546E+01  2.5655E+00
  2.000  3.5813E+00  1.8276E-01 -9.9743E+00  1.046E+00  1.4170E+01  2.6462E+00
  2.200  3.4895E+00  1.3628E-01 -1.0214E+01  1.058E+00  1.3535E+01  2.8178E+00
  2.400  3.3410E+00  1.0782E-01 -1.0407E+01  1.065E+00  1.3193E+01  3.0142E+00
  2.600  3.2190E+00  1.1732E-01 -1.0577E+01  1.221E+00  7.5322E+00  3.2056E+00
  2.800  3.2074E+00  1.1152E-01 -1.0849E+01  1.276E+00  6.2464E+00  3.3479E+00
  3.000  3.1769E+00  1.0783E-01 -1.1140E+01  1.296E+00  5.6936E+00  3.4907E+00
  3.200  3.1179E+00  1.0344E-01 -1.1466E+01  1.297E+00  5.4427E+00  3.6429E+00
  3.400  3.0450E+00  9.8913E-02 -1.1802E+01  1.288E+00  5.3482E+00  3.8005E+00
  3.600  2.9626E+00  8.9925E-02 -1.2142E+01  1.271E+00  5.3471E+00  3.9630E+00
  3.800  2.8730E+00  7.6387E-02 -1.2465E+01  1.251E+00  5.4080E+00  4.1297E+00
  4.000  2.7798E+00  5.9364E-02 -1.2770E+01  1.232E+00  5.5135E+00  4.3002E+00
  4.200  2.6844E+00  3.9195E-02 -1.3048E+01  1.208E+00  5.6529E+00  4.4740E+00
  4.400  2.5880E+00  1.9106E-02 -1.3247E+01  1.188E+00  5.8192E+00  4.6508E+00
  4.600  2.4921E+00  4.2179E-03 -1.2171E+01  1.168E+00  6.0078E+00  4.8301E+00
  4.800  2.3970E+00  1.7696E-02 -1.1192E+01  1.149E+00  6.2153E+00  5.0116E+00
  5.000  2.3020E+00  3.2269E-02 -1.1361E+01  1.131E+00  6.4391E+00  5.1952E+00
  5.200  2.2079E+00  4.4624E-02 -1.1588E+01  1.116E+00  6.6774E+00  5.3804E+00
  5.400  2.1148E+00  5.4291E-02 -1.1816E+01  1.102E+00  6.9287E+00  5.5672E+00
  5.600  2.0217E+00  6.1131E-02 -1.2019E+01  1.089E+00  7.1918E+00  5.7553E+00
  5.800  1.9288E+00  6.5036E-02 -1.2209E+01  1.077E+00  7.4657E+00  5.9445E+00
  6.000  1.8357E+00  6.6396E-02 -1.2382E+01  1.067E+00  7.7497E+00  6.1348E+00
  6.500  1.6022E+00  6.3857E-02 -1.2736E+01  1.044E+00  8.4998E+00  6.6143E+00
  7.000  1.3706E+00  5.8870E-02 -1.3029E+01  1.026E+00  9.3014E+00  7.0980E+00
  7.500  1.1475E+00  5.3648E-02 -1.3304E+01  1.009E+00  1.0149E+01  7.5848E+00
  8.000  9.3797E-01  4.6885E-02 -1.3598E+01  9.955E-01  1.1039E+01  8.0741E+00
  8.500  7.4271E-01  3.8794E-02 -1.3918E+01  9.845E-01  1.1969E+01  8.5653E+00
  9.000  5.5993E-01  3.0722E-02 -1.4255E+01  9.758E-01  1.2935E+01  9.0580E+00
  9.500  3.7799E-01  2.3697E-02 -1.4610E+01  9.686E-01  1.3936E+01  9.5518E+00
 10.000  2.0302E-01  1.7883E-02 -1.4991E+01  9.602E-01  1.4971E+01  1.0047E+01
 11.000 -1.3383E-01  1.0423E-02 -1.5857E+01  9.445E-01  1.7137E+01  1.1038E+01
 12.000 -4.4117E-01  7.3112E-03 -1.6745E+01  9.343E-01  1.9422E+01  1.2032E+01
 13.000 -7.2716E-01  6.8481E-03 -1.7353E+01  9.294E-01  2.1820E+01  1.3027E+01
 14.000 -9.9440E-01  7.3213E-03 -1.7821E+01  9.265E-01  2.4326E+01  1.4023E+01
 15.000 -1.2387E+00  7.9605E-03 -1.8272E+01  9.253E-01  2.6933E+01  1.5020E+01
 16.000 -1.4673E+00  7.7538E-03 -1.8727E+01  9.255E-01  2.9638E+01  1.6018E+01
 17.000 -1.6813E+00  6.9564E-03 -1.9098E+01  9.262E-01  3.2437E+01  1.7016E+01
 18.000 -1.8793E+00  6.2300E-03 -1.9392E+01  9.272E-01  3.5326E+01  1.8014E+01
 19.000 -2.0661E+00  5.8910E-03 -1.9652E+01  9.287E-01  3.8301E+01  1.9012E+01
 20.000 -2.2412E+00  5.8152E-03 -1.9946E+01  9.300E-01  4.1360E+01  2.0011E+01
