 La2CuO4, Radaelli et al, PRB 49(6) 4163 (1994)                   Feff 8.50L
 doi:10.1103/PhysRevB.49.4163
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.205 Rnm= 1.322 K  shell
 Pot 1 Z=57 Rmt= 1.755 Rnm= 1.830
 Pot 2 Z=29 Rmt= 1.175 Rnm= 1.252
 Pot 3 Z= 8 Rmt= 1.031 Rnm= 1.081
 Gam_ch=1.729E+00 H-L exch
 Mu=-3.009E+00 kf=2.107E+00 Vint=-1.992E+01 Rs_int= 1.722
 PATH  Rmax= 4.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path    8      icalc       2
 -----------------------------------------------------------------------
   2   2.000   3.2872    2.6485   -3.00920 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  29 Cu       absorbing atom
    -0.0000   -2.7343    1.8247  1  57 La    
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  3.5514E+00  2.1799E-05 -2.9306E+00  9.989E-01  1.8573E+01  2.1074E+00
  0.100  3.5515E+00  5.2682E-02 -3.5699E+00  9.990E-01  1.8593E+01  2.1096E+00
  0.200  3.5516E+00  1.0427E-01 -4.1739E+00  9.992E-01  1.8651E+01  2.1164E+00
  0.300  3.5517E+00  1.5377E-01 -4.7428E+00  9.996E-01  1.8743E+01  2.1277E+00
  0.400  3.5517E+00  2.0033E-01 -5.2774E+00  1.000E+00  1.8861E+01  2.1434E+00
  0.500  3.5514E+00  2.4334E-01 -5.7787E+00  1.001E+00  1.8995E+01  2.1634E+00
  0.600  3.5508E+00  2.8243E-01 -6.2481E+00  1.002E+00  1.9132E+01  2.1877E+00
  0.700  3.5495E+00  3.1748E-01 -6.6871E+00  1.003E+00  1.9258E+01  2.2160E+00
  0.800  3.5473E+00  3.4857E-01 -7.0975E+00  1.005E+00  1.9358E+01  2.2484E+00
  0.900  3.5440E+00  3.7598E-01 -7.4810E+00  1.006E+00  1.9414E+01  2.2845E+00
  1.000  3.5394E+00  4.0006E-01 -7.8396E+00  1.008E+00  1.9414E+01  2.3244E+00
  1.100  3.5330E+00  4.2121E-01 -8.1749E+00  1.010E+00  1.9344E+01  2.3678E+00
  1.200  3.5246E+00  4.3977E-01 -8.4884E+00  1.013E+00  1.9196E+01  2.4148E+00
  1.300  3.5138E+00  4.5602E-01 -8.7813E+00  1.016E+00  1.8968E+01  2.4651E+00
  1.400  3.5004E+00  4.7011E-01 -9.0545E+00  1.019E+00  1.8661E+01  2.5187E+00
  1.500  3.4840E+00  4.8208E-01 -9.3083E+00  1.022E+00  1.8281E+01  2.5755E+00
  1.600  3.4643E+00  4.9192E-01 -9.5425E+00  1.026E+00  1.7841E+01  2.6355E+00
  1.700  3.4409E+00  4.9963E-01 -9.7564E+00  1.031E+00  1.7356E+01  2.6986E+00
  1.800  3.4136E+00  5.0530E-01 -9.9489E+00  1.035E+00  1.6844E+01  2.7648E+00
  1.900  3.3819E+00  5.0927E-01 -1.0119E+01  1.040E+00  1.6325E+01  2.8342E+00
  2.000  3.3455E+00  5.1206E-01 -1.0265E+01  1.045E+00  1.5820E+01  2.9068E+00
  2.200  3.2572E+00  4.9795E-01 -1.0477E+01  1.054E+00  1.4929E+01  3.0618E+00
  2.400  3.1348E+00  4.8317E-01 -1.0667E+01  1.061E+00  1.4327E+01  3.2358E+00
  2.600  2.9878E+00  5.4568E-01 -1.0834E+01  1.162E+00  8.9859E+00  3.4261E+00
  2.800  2.9525E+00  6.1664E-01 -1.1154E+01  1.233E+00  6.9051E+00  3.5675E+00
  3.000  2.9287E+00  6.8519E-01 -1.1516E+01  1.261E+00  6.1616E+00  3.7002E+00
  3.200  2.8777E+00  7.5637E-01 -1.1866E+01  1.269E+00  5.8009E+00  3.8438E+00
  3.400  2.8147E+00  8.4385E-01 -1.2196E+01  1.266E+00  5.6383E+00  3.9931E+00
  3.600  2.7433E+00  9.3242E-01 -1.2491E+01  1.254E+00  5.5894E+00  4.1477E+00
  3.800  2.6646E+00  1.0079E+00 -1.2746E+01  1.239E+00  5.6138E+00  4.3069E+00
  4.000  2.5820E+00  1.0543E+00 -1.2967E+01  1.224E+00  5.6898E+00  4.4703E+00
  4.200  2.4968E+00  1.0630E+00 -1.3157E+01  1.204E+00  5.8042E+00  4.6374E+00
  4.400  2.4095E+00  1.0412E+00 -1.3324E+01  1.186E+00  5.9488E+00  4.8079E+00
  4.600  2.3217E+00  9.9907E-01 -1.3469E+01  1.168E+00  6.1180E+00  4.9812E+00
  4.800  2.2339E+00  9.4781E-01 -1.3594E+01  1.151E+00  6.3076E+00  5.1572E+00
  5.000  2.1453E+00  8.9546E-01 -1.3694E+01  1.135E+00  6.5149E+00  5.3355E+00
  5.200  2.0568E+00  8.4712E-01 -1.3771E+01  1.121E+00  6.7377E+00  5.5157E+00
  5.400  1.9686E+00  8.0458E-01 -1.3829E+01  1.107E+00  6.9741E+00  5.6978E+00
  5.600  1.8800E+00  7.6117E-01 -1.3866E+01  1.095E+00  7.2230E+00  5.8815E+00
  5.800  1.7914E+00  7.2012E-01 -1.3889E+01  1.084E+00  7.4832E+00  6.0667E+00
  6.000  1.7025E+00  6.7943E-01 -1.3899E+01  1.074E+00  7.7539E+00  6.2530E+00
  6.500  1.4795E+00  5.9465E-01 -1.3855E+01  1.051E+00  8.4720E+00  6.7237E+00
  7.000  1.2585E+00  5.6704E-01 -1.3748E+01  1.032E+00  9.2427E+00  7.1997E+00
  7.500  1.0452E+00  5.9871E-01 -1.3660E+01  1.015E+00  1.0060E+01  7.6798E+00
  8.000  8.4380E-01  6.5013E-01 -1.3635E+01  1.000E+00  1.0920E+01  8.1632E+00
  8.500  6.5462E-01  6.9449E-01 -1.3657E+01  9.893E-01  1.1820E+01  8.6492E+00
  9.000  4.7635E-01  7.3193E-01 -1.3712E+01  9.808E-01  1.2756E+01  9.1371E+00
  9.500  2.9940E-01  7.6080E-01 -1.3792E+01  9.731E-01  1.3728E+01  9.6268E+00
 10.000  1.2904E-01  7.7285E-01 -1.3887E+01  9.643E-01  1.4733E+01  1.0118E+01
 11.000 -1.9931E-01  7.5824E-01 -1.4104E+01  9.478E-01  1.6837E+01  1.1103E+01
 12.000 -5.0038E-01  7.2022E-01 -1.4341E+01  9.374E-01  1.9060E+01  1.2091E+01
 13.000 -7.8181E-01  6.6578E-01 -1.4584E+01  9.321E-01  2.1395E+01  1.3082E+01
 14.000 -1.0442E+00  6.0732E-01 -1.4825E+01  9.289E-01  2.3835E+01  1.4074E+01
 15.000 -1.2849E+00  5.4748E-01 -1.5063E+01  9.275E-01  2.6376E+01  1.5067E+01
 16.000 -1.5104E+00  4.9101E-01 -1.5290E+01  9.275E-01  2.9014E+01  1.6062E+01
 17.000 -1.7213E+00  4.4041E-01 -1.5505E+01  9.279E-01  3.1744E+01  1.7057E+01
 18.000 -1.9170E+00  3.9784E-01 -1.5705E+01  9.289E-01  3.4562E+01  1.8053E+01
 19.000 -2.1015E+00  3.6574E-01 -1.5900E+01  9.302E-01  3.7467E+01  1.9050E+01
 20.000 -2.2746E+00  3.4112E-01 -1.6098E+01  9.314E-01  4.0454E+01  2.0047E+01
