 Uraninite                                                        Feff 8.50L
 Wyckoff, R. W. G.
 Second edition. Interscience Publishers, New York, New York
 Fluorite structure
 POT  SCF  30  4.0000   0, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=92 Rmt= 1.631 Rnm= 1.711 L3 shell
 Pot 1 Z=92 Rmt= 1.636 Rnm= 1.717
 Pot 2 Z= 8 Rmt= 1.044 Rnm= 1.096
 Gam_ch=8.104E+00 H-L exch
 Mu=-8.114E+00 kf=2.112E+00 Vint=-1.836E+01 Rs_int= 1.717
 PATH  Rmax= 5.500,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path    9      icalc       2
 -----------------------------------------------------------------------
   4   8.000   4.7356    2.5893   -8.11371 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
  1.300  1.5986E+01  9.6765E-01 -2.6638E+01  9.868E-01  3.8239E+00  2.0961E+00
  1.400  1.5966E+01  9.2708E-01 -2.7039E+01  1.030E+00  3.9017E+00  2.1582E+00
  1.500  1.5938E+01  8.7921E-01 -2.7414E+01  1.068E+00  3.9777E+00  2.2237E+00
  1.600  1.5905E+01  8.2666E-01 -2.7762E+01  1.100E+00  4.0511E+00  2.2923E+00
  1.700  1.5864E+01  7.7172E-01 -2.8082E+01  1.126E+00  4.1216E+00  2.3641E+00
  1.800  1.5816E+01  7.1638E-01 -2.8374E+01  1.147E+00  4.1892E+00  2.4389E+00
  1.900  1.5762E+01  6.6204E-01 -2.8633E+01  1.164E+00  4.2541E+00  2.5168E+00
  2.000  1.5702E+01  6.1082E-01 -2.8858E+01  1.177E+00  4.3173E+00  2.5979E+00
  2.200  1.5563E+01  5.2021E-01 -2.9176E+01  1.188E+00  4.4448E+00  2.7694E+00
  2.400  1.5383E+01  4.2529E-01 -2.9393E+01  1.180E+00  4.5960E+00  2.9592E+00
  2.600  1.5161E+01  5.0876E-01 -2.9586E+01  1.294E+00  3.9893E+00  3.1683E+00
  2.800  1.5078E+01  6.3361E-01 -2.9908E+01  1.395E+00  3.5622E+00  3.3230E+00
  3.000  1.5033E+01  7.1882E-01 -3.0244E+01  1.437E+00  3.4058E+00  3.4652E+00
  3.200  1.4970E+01  7.8069E-01 -3.0566E+01  1.451E+00  3.3495E+00  3.6180E+00
  3.400  1.4903E+01  8.0531E-01 -3.0866E+01  1.449E+00  3.3529E+00  3.7760E+00
  3.600  1.4832E+01  7.8005E-01 -3.1137E+01  1.436E+00  3.3943E+00  3.9387E+00
  3.800  1.4756E+01  7.1514E-01 -3.1373E+01  1.419E+00  3.4623E+00  4.1056E+00
  4.000  1.4676E+01  6.1648E-01 -3.1585E+01  1.398E+00  3.5503E+00  4.2763E+00
  4.200  1.4590E+01  5.1031E-01 -3.1766E+01  1.373E+00  3.6538E+00  4.4503E+00
  4.400  1.4497E+01  4.0684E-01 -3.1921E+01  1.348E+00  3.7701E+00  4.6273E+00
  4.600  1.4397E+01  3.1694E-01 -3.2050E+01  1.319E+00  3.8969E+00  4.8068E+00
  4.800  1.4289E+01  2.4255E-01 -3.2152E+01  1.292E+00  4.0328E+00  4.9886E+00
  5.000  1.4176E+01  1.8352E-01 -3.2231E+01  1.262E+00  4.1765E+00  5.1724E+00
  5.200  1.4058E+01  1.3783E-01 -3.2286E+01  1.236E+00  4.3272E+00  5.3579E+00
  5.400  1.3937E+01  1.0251E-01 -3.2319E+01  1.209E+00  4.4840E+00  5.5450E+00
  5.600  1.3815E+01  7.6530E-02 -3.2322E+01  1.185E+00  4.6463E+00  5.7334E+00
  5.800  1.3693E+01  5.7810E-02 -3.2295E+01  1.164E+00  4.8137E+00  5.9230E+00
  6.000  1.3572E+01  4.4909E-02 -3.2241E+01  1.145E+00  4.9858E+00  6.1136E+00
  6.500  1.3275E+01  2.8369E-02 -3.2101E+01  1.107E+00  5.4339E+00  6.5938E+00
  7.000  1.2985E+01  2.0578E-02 -3.2118E+01  1.078E+00  5.9043E+00  7.0784E+00
  7.500  1.2699E+01  1.5380E-02 -3.2261E+01  1.054E+00  6.3940E+00  7.5660E+00
  8.000  1.2421E+01  1.1681E-02 -3.2459E+01  1.034E+00  6.9007E+00  8.0561E+00
  8.500  1.2156E+01  8.6878E-03 -3.2667E+01  1.018E+00  7.4223E+00  8.5480E+00
  9.000  1.1902E+01  6.1640E-03 -3.2850E+01  1.006E+00  7.9576E+00  9.0414E+00
  9.500  1.1656E+01  4.3299E-03 -3.3005E+01  9.957E-01  8.5054E+00  9.5358E+00
 10.000  1.1416E+01  3.1615E-03 -3.3147E+01  9.846E-01  9.0646E+00  1.0031E+01
 11.000  1.0960E+01  1.9190E-03 -3.3418E+01  9.662E-01  1.0214E+01  1.1024E+01
 12.000  1.0530E+01  1.2827E-03 -3.3673E+01  9.540E-01  1.1401E+01  1.2019E+01
 13.000  1.0126E+01  8.9067E-04 -3.3982E+01  9.446E-01  1.2621E+01  1.3015E+01
 14.000  9.7472E+00  6.3960E-04 -3.4337E+01  9.393E-01  1.3871E+01  1.4012E+01
 15.000  9.3910E+00  6.9755E-04 -3.4176E+01  9.354E-01  1.5147E+01  1.5009E+01
 16.000  9.0568E+00  1.6504E-03 -3.5381E+01  9.334E-01  1.6448E+01  1.6007E+01
 17.000  8.7408E+00  2.5824E-03 -3.7151E+01  9.321E-01  1.7771E+01  1.7006E+01
 18.000  8.4420E+00  3.3533E-03 -3.8711E+01  9.319E-01  1.9116E+01  1.8005E+01
 19.000  8.1600E+00  3.7957E-03 -4.0009E+01  9.319E-01  2.0479E+01  1.9004E+01
 20.000  7.8928E+00  3.9505E-03 -4.1118E+01  9.320E-01  2.1861E+01  2.0003E+01
