  1.200  7.0745E+00  2.8206E-01 -1.4173E+01  1.153E+00  8.5728E+00  1.7904E+00
  1.300  6.9947E+00  2.7974E-01 -1.4372E+01  1.149E+00  8.7381E+00  1.8572E+00
  1.400  6.9119E+00  2.7501E-01 -1.4552E+01  1.146E+00  8.8808E+00  1.9272E+00
  1.500  6.8261E+00  2.6822E-01 -1.4714E+01  1.144E+00  8.9979E+00  2.0002E+00
  1.600  6.7379E+00  2.5968E-01 -1.4860E+01  1.142E+00  9.0875E+00  2.0760E+00
  1.700  6.6473E+00  2.4964E-01 -1.4989E+01  1.141E+00  9.1496E+00  2.1546E+00
  1.800  6.5546E+00  2.3829E-01 -1.5101E+01  1.140E+00  9.1859E+00  2.2358E+00
  1.900  6.4600E+00  2.2582E-01 -1.5196E+01  1.139E+00  9.1995E+00  2.3196E+00
  2.000  6.3638E+00  2.1238E-01 -1.5274E+01  1.138E+00  9.1956E+00  2.4059E+00
  2.200  6.1677E+00  1.8000E-01 -1.5366E+01  1.136E+00  9.1619E+00  2.5865E+00
  2.400  5.9636E+00  1.4327E-01 -1.5465E+01  1.122E+00  9.1512E+00  2.7781E+00
  2.600  5.7085E+00  1.2361E-01 -1.5502E+01  1.104E+00  9.2642E+00  2.9960E+00
  2.800  5.5031E+00  1.2726E-01 -1.5576E+01  1.245E+00  5.9066E+00  3.1935E+00
  3.000  5.4040E+00  1.1791E-01 -1.5809E+01  1.296E+00  5.1652E+00  3.3464E+00
  3.200  5.3144E+00  1.0580E-01 -1.6018E+01  1.322E+00  4.8299E+00  3.5007E+00
  3.400  5.2189E+00  9.2937E-02 -1.6184E+01  1.331E+00  4.6855E+00  3.6632E+00
  3.600  5.1251E+00  8.0263E-02 -1.6322E+01  1.328E+00  4.6462E+00  3.8302E+00
  3.800  5.0326E+00  6.8640E-02 -1.6437E+01  1.317E+00  4.6722E+00  4.0010E+00
  4.000  4.9400E+00  5.8610E-02 -1.6536E+01  1.299E+00  4.7428E+00  4.1754E+00
  4.200  4.8454E+00  5.0389E-02 -1.6626E+01  1.277E+00  4.8461E+00  4.3529E+00
  4.400  4.7473E+00  4.3903E-02 -1.6717E+01  1.253E+00  4.9746E+00  4.5331E+00
  4.600  4.6450E+00  3.8964E-02 -1.6813E+01  1.228E+00  5.1234E+00  4.7157E+00
  4.800  4.5388E+00  3.5386E-02 -1.6922E+01  1.207E+00  5.2891E+00  4.9004E+00
  5.000  4.4290E+00  3.2991E-02 -1.7042E+01  1.183E+00  5.4691E+00  5.0869E+00
  5.200  4.3164E+00  3.1582E-02 -1.7165E+01  1.164E+00  5.6616E+00  5.2750E+00
  5.400  4.2018E+00  3.0897E-02 -1.7284E+01  1.146E+00  5.8651E+00  5.4644E+00
  5.600  4.0862E+00  3.0637E-02 -1.7392E+01  1.129E+00  6.0786E+00  5.6551E+00
  5.800  3.9701E+00  3.0494E-02 -1.7485E+01  1.114E+00  6.3011E+00  5.8468E+00
  6.000  3.8546E+00  3.0224E-02 -1.7561E+01  1.101E+00  6.5319E+00  6.0395E+00
  6.500  3.5735E+00  2.8125E-02 -1.7696E+01  1.075E+00  7.1414E+00  6.5245E+00
  7.000  3.3071E+00  2.3831E-02 -1.7778E+01  1.052E+00  7.7920E+00  7.0131E+00
  7.500  3.0550E+00  1.8670E-02 -1.7842E+01  1.033E+00  8.4786E+00  7.5045E+00
  8.000  2.8138E+00  1.4278E-02 -1.7909E+01  1.017E+00  9.1978E+00  7.9979E+00
  8.500  2.5799E+00  1.1601E-02 -1.7981E+01  1.003E+00  9.9468E+00  8.4928E+00
  9.000  2.3552E+00  1.0567E-02 -1.8040E+01  9.921E-01  1.0724E+01  8.9889E+00
  9.500  2.1411E+00  1.0446E-02 -1.8074E+01  9.845E-01  1.1526E+01  9.4858E+00
 10.000  1.9378E+00  1.0379E-02 -1.8092E+01  9.788E-01  1.2354E+01  9.9834E+00
 11.000  1.5568E+00  8.7450E-03 -1.8141E+01  9.688E-01  1.4077E+01  1.0980E+01
 12.000  1.2058E+00  6.3340E-03 -1.8257E+01  9.601E-01  1.5887E+01  1.1978E+01
 13.000  8.8250E-01  5.2628E-03 -1.8348E+01  9.527E-01  1.7776E+01  1.2977E+01
 14.000  5.7760E-01  5.1045E-03 -1.8368E+01  9.451E-01  1.9739E+01  1.3977E+01
 15.000  2.9337E-01  4.4982E-03 -1.8541E+01  9.403E-01  2.1772E+01  1.4976E+01
 16.000  2.8671E-02  4.1791E-03 -1.8854E+01  9.379E-01  2.3871E+01  1.5976E+01
 17.000 -2.1986E-01  4.4977E-03 -1.9094E+01  9.361E-01  2.6032E+01  1.6977E+01
 18.000 -4.5135E-01  5.1395E-03 -1.9252E+01  9.357E-01  2.8254E+01  1.7977E+01
 19.000 -6.6949E-01  5.9730E-03 -1.9394E+01  9.357E-01  3.0532E+01  1.8977E+01
 20.000 -8.7479E-01  6.7317E-03 -1.9517E+01  9.362E-01  3.2864E+01  1.9978E+01
