  2.400  5.8482E+00  7.6945E-01 -1.1003E+01  1.120E+00  9.3215E+00  2.8547E+00
  2.600  5.5926E+00  7.1128E-01 -1.1035E+01  1.136E+00  8.3013E+00  3.0725E+00
  2.800  5.4279E+00  7.1551E-01 -1.1170E+01  1.262E+00  5.7257E+00  3.2506E+00
  3.000  5.3424E+00  6.8358E-01 -1.1328E+01  1.304E+00  5.1204E+00  3.3970E+00
  3.200  5.2518E+00  6.2263E-01 -1.1459E+01  1.325E+00  4.8338E+00  3.5511E+00
  3.400  5.1587E+00  5.5546E-01 -1.1585E+01  1.329E+00  4.7164E+00  3.7117E+00
  3.600  5.0668E+00  4.9371E-01 -1.1715E+01  1.324E+00  4.6936E+00  3.8769E+00
  3.800  4.9757E+00  4.4182E-01 -1.1854E+01  1.310E+00  4.7311E+00  4.0461E+00
  4.000  4.8841E+00  4.0072E-01 -1.2001E+01  1.291E+00  4.8107E+00  4.2190E+00
  4.200  4.7904E+00  3.6946E-01 -1.2153E+01  1.268E+00  4.9216E+00  4.3951E+00
  4.400  4.6931E+00  3.4704E-01 -1.2310E+01  1.244E+00  5.0568E+00  4.5740E+00
  4.600  4.5915E+00  3.3129E-01 -1.2464E+01  1.219E+00  5.2118E+00  4.7553E+00
  4.800  4.4860E+00  3.2004E-01 -1.2611E+01  1.197E+00  5.3834E+00  4.9388E+00
  5.000  4.3772E+00  3.1099E-01 -1.2747E+01  1.174E+00  5.5691E+00  5.1242E+00
  5.200  4.2656E+00  3.0204E-01 -1.2870E+01  1.154E+00  5.7672E+00  5.3112E+00
  5.400  4.1522E+00  2.9170E-01 -1.2982E+01  1.138E+00  5.9763E+00  5.4996E+00
  5.600  4.0377E+00  2.7899E-01 -1.3085E+01  1.120E+00  6.1953E+00  5.6893E+00
  5.800  3.9229E+00  2.6361E-01 -1.3179E+01  1.106E+00  6.4233E+00  5.8801E+00
  6.000  3.8085E+00  2.4586E-01 -1.3267E+01  1.093E+00  6.6597E+00  6.0719E+00
  6.500  3.5299E+00  1.9528E-01 -1.3472E+01  1.067E+00  7.2832E+00  6.5549E+00
  7.000  3.2654E+00  1.4786E-01 -1.3666E+01  1.044E+00  7.9481E+00  7.0418E+00
  7.500  3.0151E+00  1.1445E-01 -1.3847E+01  1.026E+00  8.6494E+00  7.5316E+00
  8.000  2.7759E+00  9.7233E-02 -1.3994E+01  1.010E+00  9.3836E+00  8.0235E+00
  8.500  2.5441E+00  9.1310E-02 -1.4105E+01  9.968E-01  1.0148E+01  8.5171E+00
  9.000  2.3214E+00  8.8887E-02 -1.4206E+01  9.869E-01  1.0940E+01  9.0120E+00
  9.500  2.1086E+00  8.3590E-02 -1.4320E+01  9.797E-01  1.1759E+01  9.5078E+00
 10.000  1.9063E+00  7.3431E-02 -1.4461E+01  9.741E-01  1.2603E+01  1.0004E+01
 11.000  1.5277E+00  5.0587E-02 -1.4806E+01  9.646E-01  1.4360E+01  1.0999E+01
 12.000  1.1792E+00  4.1767E-02 -1.4972E+01  9.567E-01  1.6203E+01  1.1996E+01
 13.000  8.5732E-01  3.8367E-02 -1.5047E+01  9.494E-01  1.8127E+01  1.2994E+01
 14.000  5.5426E-01  2.9279E-02 -1.5277E+01  9.422E-01  2.0127E+01  1.3992E+01
 15.000  2.7147E-01  1.7799E-02 -1.5465E+01  9.378E-01  2.2196E+01  1.4991E+01
 16.000  7.8821E-03  1.3080E-02 -1.4757E+01  9.355E-01  2.4332E+01  1.5990E+01
 17.000 -2.3934E-01  2.2706E-02 -1.4278E+01  9.340E-01  2.6532E+01  1.6990E+01
 18.000 -4.6993E-01  3.0631E-02 -1.4309E+01  9.337E-01  2.8791E+01  1.7989E+01
 19.000 -6.8712E-01  3.6431E-02 -1.4489E+01  9.339E-01  3.1108E+01  1.8989E+01
 20.000 -8.9156E-01  4.0795E-02 -1.4678E+01  9.345E-01  3.3480E+01  1.9989E+01
